"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Jun 10 10:21:08 GMT 2024","Mon Jun 10 10:21:10 GMT 2024","2069","Surefire suite","Surefire test","org.testCases.FormFieldsTest","org.testCases.FormFieldsTest","testFormFields","testFormFields",""
